"a__order_id","a__orderstatus","cp__orderlineid","f__orderlines__price","f__orderlines__quantity","r__campaigns","r__customers","r__products","d__date"
"10103-9WPY28",Delivered,"10103-9WPY28-1",116.14,1.00,,10103,"210",2019-02-26
"10489-4DYU39",Delivered,"10489-4DYU39-1",45.84,3.00,,10489,"120",2017-12-13
"10053-5XWM01",Delivered,"10053-5XWM01-2",51.73,1.00,,10053,"110",2017-04-12
"10332-6KZQ20",Delivered,"10332-6KZQ20-8",28.56,1.00,,10332,"240",2018-02-20
"10310-0HHA52",Delivered,"10310-0HHA52-3",38.90,1.00,"10063",10310,"130",2018-05-26
"10661-0WJF59",Delivered,"10661-0WJF59-2",46.97,1.00,"10076",10661,"130",2019-02-15
"10356-3FBE18",Delivered,"10356-3FBE18-3",25.86,1.00,,10356,"140",2016-12-01
"10311-7TXK15",Delivered,"10311-7TXK15-1",9.46,1.00,,10311,"340",2016-02-20
"10994-5ZHU39",Delivered,"10994-5ZHU39-3",44.85,1.00,,10994,"110",2018-08-04
"10239-6XGH53",Delivered,"10239-6XGH53-2",86.00,1.00,"10037",10239,"230",2016-12-21
"10674-9HCW28",Delivered,"10674-9HCW28-2",29.57,1.00,,10674,"130",2015-12-23
"10205-5CZO91",Delivered,"10205-5CZO91-5",74.88,1.00,,10205,"320",2017-10-03
"10343-7OVG77",Delivered,"10343-7OVG77-1",53.16,1.00,,10343,"110",2017-11-10
"10912-9DHN57",Delivered,"10912-9DHN57-4",23.04,1.00,"10033",10912,"150",2016-10-02
"10662-6QGT70",Delivered,"10662-6QGT70-2",54.99,1.00,,10662,"220",2017-11-16
"10371-0CSF66",Delivered,"10371-0CSF66-1",86.60,1.00,"10064",10371,"230",2018-06-27
"10585-2RPM73",Delivered,"10585-2RPM73-2",96.63,1.00,,10585,"230",2018-09-19
"10661-0WJF59",Delivered,"10661-0WJF59-1",31.91,1.00,"10076",10661,"240",2019-02-15
"10930-9NCR61",Delivered,"10930-9NCR61-1",42.94,2.00,,10930,"110",2016-11-16
"10428-6NQS96",Delivered,"10428-6NQS96-1",14.00,3.00,,10428,"160",2018-12-22
"10336-3VAW31",Delivered,"10336-3VAW31-1",30.39,1.00,,10336,"240",2018-01-10
"10751-8IDD70",Delivered,"10751-8IDD70-2",66.25,1.00,"10064",10751,"220",2018-06-24
"10358-5WLB48",Delivered,"10358-5WLB48-4",87.52,1.00,,10358,"230",2018-05-08
"10858-6GTA91",Delivered,"10858-6GTA91-4",27.56,1.00,,10858,"240",2015-05-25
"10391-8GYP84",Delivered,"10391-8GYP84-2",16.13,1.00,,10391,"160",2015-04-07
"10185-8EUA11",Delivered,"10185-8EUA11-1",30.75,1.00,,10185,"140",2018-01-25
"10173-7HDD84",Delivered,"10173-7HDD84-2",33.64,2.00,,10173,"120",2015-01-15
"10014-7ZNP98",Delivered,"10014-7ZNP98-1",331.71,1.00,"10077",10014,"410",2019-02-23
"10981-6FBC49",Delivered,"10981-6FBC49-2",38.30,4.00,,10981,"130",2015-08-16
"10955-8PNV45",Delivered,"10955-8PNV45-1",43.76,1.00,,10955,"120",2017-03-11
"10686-4ZCH83",Delivered,"10686-4ZCH83-4",34.02,2.00,"10004",10686,"120",2015-03-08
"10686-4ZCH83",Delivered,"10686-4ZCH83-2",36.38,1.00,"10004",10686,"310",2015-03-08
"10082-7XWO26",Delivered,"10082-7XWO26-1",29.93,3.00,,10082,"240",2015-09-10
"10918-3CPP31",Delivered,"10918-3CPP31-1",28.52,1.00,,10918,"140",2018-02-24
"10968-9CQN56",Delivered,"10968-9CQN56-1",13.10,1.00,,10968,"340",2018-03-25
"10094-0NAA81",Delivered,"10094-0NAA81-3",33.94,1.00,"10019",10094,"130",2015-12-28
"10981-8IMN08",Delivered,"10981-8IMN08-1",18.01,1.00,,10981,"150",2016-11-16
"10500-8ZLA24",Delivered,"10500-8ZLA24-2",28.93,2.00,,10500,"130",2016-12-23
"10883-6UTZ33",Delivered,"10883-6UTZ33-1",123.77,1.00,"10052",10883,"330",2017-10-20
"10562-9TLL21",Delivered,"10562-9TLL21-1",127.56,1.00,,10562,"330",2018-06-27
"10907-3DIH29",Delivered,"10907-3DIH29-1",40.84,1.00,,10907,"130",2018-12-06
"10620-2ZTE45",Delivered,"10620-2ZTE45-4",20.35,1.00,,10620,"150",2015-05-25
"10173-8LAS38",Delivered,"10173-8LAS38-1",115.50,1.00,,10173,"210",2015-05-17
"10209-8DQF84",Delivered,"10209-8DQF84-2",26.37,1.00,,10209,"140",2016-11-20
"10173-8WHH47",Delivered,"10173-8WHH47-2",271.58,1.00,,10173,"410",2017-04-17
"10740-3KCB62",Delivered,"10740-3KCB62-2",11.43,1.00,,10740,"340",2015-10-21
"10873-2QVB22",Delivered,"10873-2QVB22-1",37.41,1.00,,10873,"130",2017-08-06
"10873-2QVB22",Delivered,"10873-2QVB22-5",42.09,1.00,,10873,"120",2017-08-06
"10748-7LMW16",Delivered,"10748-7LMW16-1",14.78,3.00,,10748,"160",2015-05-26
"10116-6TSD36",Delivered,"10116-6TSD36-3",26.74,1.00,,10116,"240",2016-07-02
"10561-5LDR13",Delivered,"10561-5LDR13-5",16.97,1.00,,10561,"160",2015-02-05
"10858-6GTA91",Delivered,"10858-6GTA91-7",31.92,1.00,,10858,"130",2015-05-25
"10179-7AHR73",Delivered,"10179-7AHR73-2",40.45,1.00,,10179,"130",2018-11-15
"10311-2JUF04",Delivered,"10311-2JUF04-2",37.73,1.00,"10062",10311,"130",2018-05-15
"10340-8VRG98",Delivered,"10340-8VRG98-1",76.07,1.00,,10340,"230",2016-06-01
"10336-0LRO14",Delivered,"10336-0LRO14-1",322.90,1.00,,10336,"410",2019-02-16
"10691-7TSN79",Delivered,"10691-7TSN79-1",21.94,1.00,,10691,"150",2018-09-16
"10784-9QGL15",Delivered,"10784-9QGL15-1",21.00,1.00,,10784,"160",2018-02-10
"10553-6WLC73",Delivered,"10553-6WLC73-2",24.76,1.00,,10553,"140",2017-11-12
"10258-2DXT82",Delivered,"10258-2DXT82-1",34.27,1.00,"10012",10258,"130",2015-08-13
"10890-4VZJ73",Delivered,"10890-4VZJ73-1",33.17,2.00,"10074",10890,"140",2019-01-12
"10080-6NIM29",Delivered,"10080-6NIM29-3",33.12,2.00,,10080,"240",2018-03-11
"10979-0PTY15",Delivered,"10979-0PTY15-2",17.99,1.00,"10032",10979,"160",2016-09-08
"10013-8IAT07",Delivered,"10013-8IAT07-1",15.74,1.00,,10013,"160",2017-10-05
"10387-0CQO35",Delivered,"10387-0CQO35-1",29.29,1.00,,10387,"140",2017-09-06
"10554-2YHK73",Delivered,"10554-2YHK73-1",15.30,1.00,,10554,"340",2019-01-19
"10762-6KJF44",Delivered,"10762-6KJF44-1",15.64,1.00,,10762,"340",2018-01-18
"10687-1LGT00",Delivered,"10687-1LGT00-2",80.21,1.00,"10030",10687,"230",2016-08-18
"10734-1HYJ93",Delivered,"10734-1HYJ93-4",76.23,1.00,"10015",10734,"320",2015-10-07
"10298-3UFP06",Delivered,"10298-3UFP06-1",483.84,1.00,"10016",10298,"420",2015-11-10
"10064-3GOE50",Delivered,"10064-3GOE50-1",12.24,1.00,,10064,"340",2015-03-07
"10712-4CWJ23",Delivered,"10712-4CWJ23-1",60.78,1.00,,10712,"220",2018-01-07
"10626-8EWZ55",Delivered,"10626-8EWZ55-1",25.83,3.00,,10626,"140",2017-11-14
"10186-7GEQ62",Delivered,"10186-7GEQ62-6",95.72,1.00,,10186,"230",2019-02-03
"10177-9UPB53",Delivered,"10177-9UPB53-3",40.23,1.00,,10177,"110",2016-04-20
"10215-6ZSR89",Delivered,"10215-6ZSR89-4",61.38,1.00,"10064",10215,"220",2018-06-22
"10564-1IKT50",Delivered,"10564-1IKT50-1",28.40,1.00,,10564,"140",2016-01-28
"10157-2LSR91",Delivered,"10157-2LSR91-1",28.87,1.00,,10157,"240",2018-06-25
"10238-9QLI08",Delivered,"10238-9QLI08-1",1686.83,1.00,,10238,"440",2015-01-15
"10098-2IMA17",Delivered,"10098-2IMA17-1",111.91,1.00,"10070",10098,"330",2018-10-15
"10574-3OEO90",Delivered,"10574-3OEO90-1",40.75,1.00,,10574,"310",2016-09-03
"10561-2FNJ02",Delivered,"10561-2FNJ02-5",11.16,1.00,,10561,"340",2016-01-13
"10770-0SKM52",Delivered,"10770-0SKM52-4",97.54,1.00,,10770,"230",2018-04-23
"10082-3WWI48",Delivered,"10082-3WWI48-2",34.45,1.00,,10082,"130",2017-02-03
"10346-5QYL79",Delivered,"10346-5QYL79-3",23.71,1.00,"10046",10346,"160",2017-06-19
"10086-1JIR71",Delivered,"10086-1JIR71-7",22.46,1.00,,10086,"140",2015-10-18
"10098-2IMA17",Delivered,"10098-2IMA17-4",26.44,1.00,"10070",10098,"240",2018-10-15
"10593-1XJP96",Delivered,"10593-1XJP96-4",24.48,1.00,,10593,"150",2018-12-09
"10970-2EKA00",Delivered,"10970-2EKA00-5",20.75,1.00,,10970,"150",2015-08-14
"10375-5UAL07",Delivered,"10375-5UAL07-1",41.25,1.00,,10375,"130",2019-01-22
"10006-1MPJ74",Delivered,"10006-1MPJ74-1",22.09,1.00,,10006,"140",2018-01-05
"10013-3MZN35",Delivered,"10013-3MZN35-1",125.20,1.00,,10013,"210",2018-01-15
"10013-2VXD09",Delivered,"10013-2VXD09-2",21.00,2.00,,10013,"160",2018-08-21
"10874-1EFJ68",Delivered,"10874-1EFJ68-1",18.17,1.00,,10874,"160",2016-09-03
"10979-0NWS36",Delivered,"10979-0NWS36-1",18.52,1.00,,10979,"160",2016-03-06
"10981-8IMN08",Delivered,"10981-8IMN08-2",24.34,1.00,,10981,"140",2016-11-16
"10804-9XXV86",Delivered,"10804-9XXV86-1",67.73,1.00,,10804,"230",2015-12-09
"10523-5KPX63",Delivered,"10523-5KPX63-2",30.39,2.00,,10523,"240",2017-09-06
"10193-2YWK55",Delivered,"10193-2YWK55-2",107.73,1.00,,10193,"330",2017-11-01
"10230-2FIP45",Delivered,"10230-2FIP45-1",495.93,1.00,,10230,"420",2018-08-08
"10470-1ICQ95",Delivered,"10470-1ICQ95-7",16.30,1.00,,10470,"160",2015-01-09
"10223-8KRM75",Delivered,"10223-8KRM75-1",19.64,1.00,"10057",10223,"160",2018-02-07
"10960-0YBX23",Delivered,"10960-0YBX23-2",34.34,1.00,"10073",10960,"240",2018-12-13
"10519-1ZMS22",Delivered,"10519-1ZMS22-1",20.61,1.00,,10519,"160",2018-03-11
"10999-4AVR96",Delivered,"10999-4AVR96-3",754.11,1.00,,10999,"430",2016-11-28
"10122-4JAM90",Delivered,"10122-4JAM90-2",156.80,1.00,"10072",10122,"210",2018-11-20
"10327-5TOB23",Delivered,"10327-5TOB23-2",227.01,1.00,,10327,"410",2015-03-04
"10283-9UBZ14",Delivered,"10283-9UBZ14-1",23.16,3.00,,10283,"140",2017-08-11
"10534-2ZAH67",Delivered,"10534-2ZAH67-1",27.05,1.00,"10017",10534,"140",2015-11-27
"10845-2JCH93",Delivered,"10845-2JCH93-2",28.90,1.00,"10004",10845,"130",2015-03-13
"10310-5MFJ71",Delivered,"10310-5MFJ71-3",18.48,2.00,,10310,"160",2018-07-20
"10255-4QFR95",Delivered,"10255-4QFR95-1",27.40,1.00,,10255,"140",2018-10-21
"10869-3UJG55",Delivered,"10869-3UJG55-1",17.76,1.00,"10012",10869,"150",2015-08-10
"10708-3KHO55",Delivered,"10708-3KHO55-2",35.40,1.00,,10708,"130",2018-09-06
"10490-4XTQ29",Delivered,"10490-4XTQ29-4",37.04,1.00,,10490,"130",2016-04-20
"10375-7VGJ41",Delivered,"10375-7VGJ41-1",239.09,1.00,,10375,"410",2015-04-21
"10053-5RNY45",Delivered,"10053-5RNY45-1",21.39,1.00,,10053,"160",2018-05-20
"10287-7CJP52",Delivered,"10287-7CJP52-1",45.68,1.00,,10287,"220",2015-06-22
"10585-2RPM73",Delivered,"10585-2RPM73-10",107.57,1.00,,10585,"230",2018-09-19
"10053-0WHW46",Delivered,"10053-0WHW46-4",24.01,1.00,,10053,"150",2019-03-07
"10780-0GKX17",Delivered,"10780-0GKX17-2",29.22,1.00,,10780,"240",2016-11-10
"10005-4KKD53",Delivered,"10005-4KKD53-2",53.39,1.00,,10005,"120",2018-06-08
"10478-1LZT53",Delivered,"10478-1LZT53-1",38.90,2.00,,10478,"130",2018-08-10
"10643-5OPL18",Delivered,"10643-5OPL18-2",40.06,1.00,,10643,"130",2018-10-19
"10973-1ZIK31",Delivered,"10973-1ZIK31-1",18.31,1.00,,10973,"160",2015-10-02
"10294-9XNO65",Delivered,"10294-9XNO65-1",38.34,2.00,,10294,"120",2017-06-01
"10420-9YUJ07",Delivered,"10420-9YUJ07-1",15.70,1.00,"10023",10420,"160",2016-03-22
"10145-2PNZ09",Delivered,"10145-2PNZ09-1",12.35,1.00,,10145,"340",2017-09-22
"10922-7KYA66",Delivered,"10922-7KYA66-1",23.46,1.00,,10922,"150",2016-12-24
"10186-7GEQ62",Delivered,"10186-7GEQ62-8",112.95,1.00,,10186,"230",2019-02-03
"10639-3ZLA36",Delivered,"10639-3ZLA36-1",281.80,1.00,"10075",10639,"410",2019-01-25
"10868-6RYM33",Delivered,"10868-6RYM33-4",17.82,1.00,,10868,"160",2016-10-19
"10981-8OAT78",Delivered,"10981-8OAT78-1",20.81,1.00,,10981,"160",2018-12-12
"10657-0VFC94",Delivered,"10657-0VFC94-3",27.05,1.00,,10657,"240",2018-10-18
"10633-4RBG27",Delivered,"10633-4RBG27-1",26.63,1.00,,10633,"140",2017-07-08
"10394-7JVZ58",Delivered,"10394-7JVZ58-5",21.59,1.00,,10394,"160",2018-01-15
"10984-2QTA63",Delivered,"10984-2QTA63-1",15.38,4.00,"10070",10984,"340",2018-10-16
"10349-2XDA86",Delivered,"10349-2XDA86-1",42.47,1.00,,10349,"120",2016-05-26
"10365-2AQV99",Delivered,"10365-2AQV99-1",102.00,1.00,,10365,"330",2017-08-19
"10867-8QIE31",Delivered,"10867-8QIE31-1",22.23,1.00,,10867,"160",2017-02-14
"10617-0WDR11",Delivered,"10617-0WDR11-1",22.17,1.00,,10617,"150",2018-08-19
"10532-1PKX00",Delivered,"10532-1PKX00-3",85.09,1.00,"10051",10532,"230",2017-10-04
"10293-0KEJ88",Delivered,"10293-0KEJ88-1",20.81,1.00,,10293,"160",2018-01-04
"10734-1EFO33",Delivered,"10734-1EFO33-1",119.54,1.00,,10734,"330",2015-05-24
"10603-6UTA64",Delivered,"10603-6UTA64-2",25.36,1.00,,10603,"140",2016-06-13
"10751-9LUS54",Delivered,"10751-9LUS54-2",37.78,1.00,,10751,"130",2017-07-10
"10790-1SYA67",Delivered,"10790-1SYA67-1",17.50,1.00,,10790,"160",2018-03-19
"10919-6FYM60",Delivered,"10919-6FYM60-2",25.73,1.00,"10010",10919,"240",2015-07-06
"10519-7JXJ01",Delivered,"10519-7JXJ01-1",18.48,1.00,,10519,"160",2015-12-01
"10418-5WFF54",Delivered,"10418-5WFF54-2",14.31,1.00,,10418,"340",2016-10-23
"10332-6KZQ20",Delivered,"10332-6KZQ20-1",32.28,1.00,,10332,"130",2018-02-20
"10698-7BOL94",Delivered,"10698-7BOL94-1",21.79,1.00,"10036",10698,"150",2016-12-03
"10958-2DGC91",Delivered,"10958-2DGC91-1",42.34,1.00,"10006",10958,"120",2015-04-10
"10493-4VOE95",Delivered,"10493-4VOE95-2",21.79,1.00,,10493,"150",2016-08-01
"10511-9JKN24",Delivered,"10511-9JKN24-2",32.51,2.00,"10073",10511,"240",2018-12-13
"10793-9MLU57",Delivered,"10793-9MLU57-1",27.84,1.00,,10793,"240",2016-06-11
"10713-2FUM21",Delivered,"10713-2FUM21-5",30.04,1.00,,10713,"240",2016-11-06
"10765-8SSU15",Delivered,"10765-8SSU15-1",26.28,1.00,,10765,"140",2018-10-24
"10550-1BZO24",Delivered,"10550-1BZO24-1",21.00,1.00,,10550,"160",2018-03-26
"10400-8EBS80",Delivered,"10400-8EBS80-3",98.75,1.00,,10400,"330",2015-09-14
"10710-1CTE01",Delivered,"10710-1CTE01-1",28.80,1.00,,10710,"140",2018-12-07
"10389-6AGA52",Delivered,"10389-6AGA52-2",16.30,1.00,,10389,"160",2015-07-16
"10844-2GFT03",Delivered,"10844-2GFT03-4",220.99,1.00,"10041",10844,"410",2017-03-12
"10098-0YTJ56",Delivered,"10098-0YTJ56-2",14.01,1.00,,10098,"340",2017-10-07
"10063-7QGX47",Delivered,"10063-7QGX47-1",108.11,1.00,,10063,"330",2015-01-11
"10428-2RFH57",Delivered,"10428-2RFH57-1",70.58,1.00,,10428,"320",2016-04-04
"10018-5QXT81",Delivered,"10018-5QXT81-1",20.03,1.00,,10018,"160",2018-08-28
"10970-9DID58",Delivered,"10970-9DID58-2",85.09,1.00,,10970,"230",2017-10-26
"10547-6FBW63",Delivered,"10547-6FBW63-1",25.73,1.00,,10547,"240",2015-01-28
"10846-4QKH18",Delivered,"10846-4QKH18-1",44.98,1.00,"10014",10846,"120",2015-09-25
"10498-2CDM93",Delivered,"10498-2CDM93-2",110.02,2.00,,10498,"330",2017-11-23
"10838-1ZRU46",Delivered,"10838-1ZRU46-1",29.17,1.00,,10838,"240",2018-10-04
"10934-5VLI33",Delivered,"10934-5VLI33-5",23.91,1.00,,10934,"140",2015-01-11
"10678-7REP51",Delivered,"10678-7REP51-2",18.52,1.00,,10678,"160",2016-06-17
"10415-3BDR94",Delivered,"10415-3BDR94-2",900.17,1.00,,10415,"430",2017-08-15
"10660-0VQE37",Delivered,"10660-0VQE37-1",20.74,1.00,,10660,"150",2016-10-25
"10771-3VKO98",Delivered,"10771-3VKO98-1",87.52,1.00,,10771,"230",2018-07-19
"10627-9NND37",Delivered,"10627-9NND37-4",13.10,1.00,,10627,"340",2018-07-14
"10831-9GZB22",Delivered,"10831-9GZB22-2",20.04,1.00,,10831,"140",2015-08-13
"10192-7XXQ98",Delivered,"10192-7XXQ98-5",12.84,1.00,,10192,"340",2018-04-28
"10374-7CAT75",Delivered,"10374-7CAT75-4",27.02,1.00,,10374,"150",2018-07-06
"10651-2DOK91",Delivered,"10651-2DOK91-4",131.80,1.00,,10651,"330",2017-12-10
"10588-7YNR02",Delivered,"10588-7YNR02-2",95.72,1.00,,10588,"230",2018-02-25
"10171-6ZYO91",Delivered,"10171-6ZYO91-1",77.27,1.00,"10044",10171,"230",2017-05-15
"10760-7SWN64",Delivered,"10760-7SWN64-3",27.16,3.00,,10760,"140",2017-06-16
"10060-2VXI65",Delivered,"10060-2VXI65-1",27.96,1.00,"10071",10060,"140",2018-11-06
"10325-9JGK95",Delivered,"10325-9JGK95-1",22.41,1.00,,10325,"150",2016-02-12
"10276-6TBT32",Delivered,"10276-6TBT32-2",17.99,4.00,,10276,"160",2016-01-12
"10384-8KDQ36",Delivered,"10384-8KDQ36-1",38.20,1.00,,10384,"310",2017-11-02
"10883-2PWT51",Delivered,"10883-2PWT51-1",35.15,1.00,,10883,"120",2015-11-14
"10722-7PPV43",Delivered,"10722-7PPV43-2",17.30,1.00,"10002",10722,"160",2015-01-17
"10236-7LIO81",Delivered,"10236-7LIO81-2",14.57,1.00,,10236,"340",2018-10-05
"10148-6YFO72",Delivered,"10148-6YFO72-2",87.44,1.00,"10062",10148,"320",2018-05-16
"10956-9OIY06",Delivered,"10956-9OIY06-3",26.63,1.00,,10956,"140",2017-09-11
"10085-2QUN20",Delivered,"10085-2QUN20-1",17.30,1.00,,10085,"160",2015-02-17
"10880-2TWV78",Delivered,"10880-2TWV78-3",103.01,1.00,,10880,"230",2018-07-03
"10331-2DZN94",Delivered,"10331-2DZN94-3",23.56,1.00,"10068",10331,"150",2018-09-06
"10638-6GTV09",Delivered,"10638-6GTV09-1",85.84,1.00,,10638,"320",2018-03-05
"10429-5GHY60",Delivered,"10429-5GHY60-1",28.22,1.00,,10429,"140",2017-06-06
"10417-5GHM62",Delivered,"10417-5GHM62-6",113.04,1.00,,10417,"230",2018-07-14
"10791-7CHW18",Delivered,"10791-7CHW18-1",45.85,1.00,,10791,"110",2018-02-23
"10671-8COW81",Delivered,"10671-8COW81-1",28.89,1.00,,10671,"130",2017-12-12
"10593-1XJP96",Delivered,"10593-1XJP96-2",52.07,1.00,,10593,"120",2018-12-09
"10970-8XIR16",Delivered,"10970-8XIR16-1",77.49,1.00,,10970,"230",2018-03-14
"10140-4QVY25",Delivered,"10140-4QVY25-2",112.45,1.00,,10140,"210",2016-04-06
"10570-6BUS49",Delivered,"10570-6BUS49-1",111.30,4.00,,10570,"210",2015-07-16
"10438-7JIR46",Delivered,"10438-7JIR46-1",18.89,1.00,,10438,"160",2017-06-07
"10032-8CQM19",Delivered,"10032-8CQM19-1",112.95,2.00,,10032,"230",2019-01-07
"10470-1ICQ95",Delivered,"10470-1ICQ95-10",82.69,1.00,,10470,"230",2015-01-09
"10669-9JOL04",Delivered,"10669-9JOL04-4",33.74,1.00,,10669,"120",2016-12-09
"10976-5ATC40",Delivered,"10976-5ATC40-1",79.88,4.00,,10976,"230",2017-12-24
"10495-7XYR46",Delivered,"10495-7XYR46-1",18.64,1.00,,10495,"150",2016-11-24
"10715-0PRK05",Delivered,"10715-0PRK05-4",30.45,3.00,,10715,"240",2015-10-02
"10691-6ZRR67",Delivered,"10691-6ZRR67-2",123.95,2.00,,10691,"330",2018-12-22
"10645-7PFH22",Delivered,"10645-7PFH22-1",26.00,1.00,"10072",10645,"140",2018-11-24
"10157-4TZX90",Delivered,"10157-4TZX90-4",62.60,1.00,,10157,"220",2018-03-13
"10651-3KWU80",Delivered,"10651-3KWU80-1",17.29,1.00,"10023",10651,"160",2016-03-14
"10170-9MNP07",Delivered,"10170-9MNP07-1",17.97,1.00,,10170,"160",2017-03-23
"10040-7VKW38",Delivered,"10040-7VKW38-1",26.89,1.00,,10040,"140",2017-05-05
"10151-8NKF61",Delivered,"10151-8NKF61-1",28.56,1.00,,10151,"240",2018-11-14
"10986-9SVA71",Delivered,"10986-9SVA71-1",23.09,1.00,"10069",10986,"150",2018-09-25
"10082-8HVC21",Delivered,"10082-8HVC21-1",33.34,1.00,,10082,"130",2017-06-24
"10282-0EGR90",Delivered,"10282-0EGR90-5",10.79,1.00,,10282,"340",2016-09-18
"10374-7CAT75",Delivered,"10374-7CAT75-3",11.10,1.00,,10374,"340",2018-07-06
"10836-1FVC28",Delivered,"10836-1FVC28-1",16.93,1.00,,10836,"160",2016-04-20
"10353-1JRN98",Delivered,"10353-1JRN98-3",17.31,1.00,,10353,"160",2018-11-26
"10375-5UAL07",Delivered,"10375-5UAL07-3",12.07,1.00,,10375,"340",2019-01-22
"10378-6EUX28",Delivered,"10378-6EUX28-1",25.12,1.00,"10016",10378,"140",2015-11-04
"10608-5KXZ13",Delivered,"10608-5KXZ13-3",23.89,1.00,,10608,"240",2015-11-07
"10219-1RKO59",Delivered,"10219-1RKO59-1",47.42,1.00,,10219,"130",2017-03-26
"10014-1VKS00",Delivered,"10014-1VKS00-1",64.42,1.00,"10071",10014,"220",2018-11-08
"10812-3PTL77",Delivered,"10812-3PTL77-2",28.61,1.00,,10812,"240",2015-12-03
"10611-3QAC82",Delivered,"10611-3QAC82-1",14.78,1.00,"10014",10611,"160",2015-09-27
"10480-6IOD32",Delivered,"10480-6IOD32-1",18.52,1.00,,10480,"160",2017-11-16
"10734-3XVM77",Delivered,"10734-3XVM77-3",27.68,1.00,,10734,"140",2018-03-06
"10627-9NND37",Delivered,"10627-9NND37-3",936.43,1.00,,10627,"430",2018-07-14
"10652-5MRH21",Delivered,"10652-5MRH21-1",9.59,1.00,,10652,"340",2015-02-13
"10173-7HDD84",Delivered,"10173-7HDD84-1",35.28,1.00,,10173,"130",2015-01-15
"10947-7BKC86",Delivered,"10947-7BKC86-1",87.41,3.00,,10947,"230",2015-12-17
"10135-3YJW16",Delivered,"10135-3YJW16-1",225.68,1.00,,10135,"410",2016-01-08
"10629-4VYO35",Delivered,"10629-4VYO35-1",19.76,1.00,,10629,"160",2016-05-02
"10247-2VUR73",Delivered,"10247-2VUR73-2",23.88,3.00,"10025",10247,"150",2016-04-28
"10190-5BQM86",Delivered,"10190-5BQM86-1",34.94,1.00,,10190,"130",2015-05-16
"10397-4GCV24",Delivered,"10397-4GCV24-1",19.05,1.00,"10027",10397,"160",2016-04-11
"10574-3OEO90",Delivered,"10574-3OEO90-3",17.11,1.00,,10574,"160",2016-09-03
"10637-3KEC14",Delivered,"10637-3KEC14-1",25.36,1.00,"10023",10637,"240",2016-03-22
"10178-3IPN80",Delivered,"10178-3IPN80-3",52.50,1.00,,10178,"220",2015-07-12
"10202-6JOX59",Delivered,"10202-6JOX59-1",20.61,1.00,,10202,"160",2018-03-25
"10945-6GMC29",Delivered,"10945-6GMC29-1",24.71,1.00,,10945,"150",2018-12-23
"10072-7LJT13",Delivered,"10072-7LJT13-1",16.46,1.00,,10072,"160",2015-02-12
"10533-1UWR98",Delivered,"10533-1UWR98-2",58.34,1.00,,10533,"220",2018-06-23
"10122-4JAM90",Delivered,"10122-4JAM90-3",68.07,1.00,"10072",10122,"220",2018-11-20
"10014-8PSG02",Delivered,"10014-8PSG02-1",17.31,1.00,"10056",10014,"160",2018-01-12
"10554-8AME73",Delivered,"10554-8AME73-1",27.96,1.00,,10554,"240",2018-12-17
"10696-4SNB32",Delivered,"10696-4SNB32-2",23.89,1.00,,10696,"240",2015-03-07
"10859-8GXR70",Delivered,"10859-8GXR70-1",17.64,4.00,"10033",10859,"160",2016-10-05
"10426-7HLJ45",Delivered,"10426-7HLJ45-1",127.34,1.00,"10053",10426,"210",2017-11-05
"10322-5CYO66",Delivered,"10322-5CYO66-3",1805.03,1.00,,10322,"440",2018-09-16
"10219-4EHB45",Delivered,"10219-4EHB45-1",17.55,4.00,,10219,"150",2018-04-11
"10507-3QBG49",Delivered,"10507-3QBG49-1",901.42,1.00,,10507,"430",2018-05-02
"10044-5REG78",Delivered,"10044-5REG78-1",42.19,1.00,,10044,"110",2015-03-22
"10608-5KXZ13",Delivered,"10608-5KXZ13-1",28.01,1.00,,10608,"140",2015-11-07
"10282-0EGR90",Delivered,"10282-0EGR90-4",111.33,1.00,,10282,"330",2016-09-18
"10524-8TUC45",Delivered,"10524-8TUC45-2",18.17,1.00,,10524,"160",2016-10-08
"10639-6VVW08",Delivered,"10639-6VVW08-1",15.17,1.00,,10639,"160",2016-01-02
"10916-3CKP58",Delivered,"10916-3CKP58-2",22.54,1.00,,10916,"150",2015-08-08
"10162-0RGF97",Delivered,"10162-0RGF97-1",18.15,1.00,,10162,"150",2015-03-14
"10235-9CTY82",Delivered,"10235-9CTY82-1",57.23,1.00,,10235,"220",2015-10-02
"10644-5TXU62",Delivered,"10644-5TXU62-2",13.95,1.00,,10644,"340",2016-11-02
"10639-8BEP32",Delivered,"10639-8BEP32-1",36.29,1.00,,10639,"310",2017-11-11
"10816-1SWS17",Delivered,"10816-1SWS17-1",14.28,1.00,,10816,"160",2015-11-28
"10207-4GZT46",Delivered,"10207-4GZT46-3",29.06,1.00,"10074",10207,"140",2019-01-17
"10127-2SUT38",Delivered,"10127-2SUT38-1",34.73,1.00,,10127,"240",2017-10-18
"10973-2BLM70",Delivered,"10973-2BLM70-2",24.60,1.00,"10025",10973,"140",2016-05-02
"10485-1OSS61",Delivered,"10485-1OSS61-1",74.95,1.00,,10485,"320",2016-08-22
"10204-0IYK28",Delivered,"10204-0IYK28-1",101.87,1.00,,10204,"330",2015-02-18
"10072-7LJT13",Delivered,"10072-7LJT13-5",19.55,1.00,,10072,"150",2015-02-12
"10249-9GAW70",Delivered,"10249-9GAW70-2",41.62,1.00,,10249,"130",2018-02-01
"10086-2SZC56",Delivered,"10086-2SZC56-2",219.77,1.00,,10086,"410",2015-11-23
