order_date,order_id,customer_id,category,price,quantity
2016/07/10,HTS-u52fw8-0001,u52fw8,T-Shirt,17.5,1
2013/08/18,HTS-388843-0001,388843,Shorts,19.0,2
2016/09/25,HTS-717695-0002,717695,Slacks,20.0,1
2016/01/24,HTS-017392-0001,017392,Polo Shirt,23.0,1
2016/08/21,HTS-569694-0002,569694,Slacks,20.0,3
2016/09/04,HTS-276101-0004,276101,Skirt,18.0,1
2014/09/30,HTS-254917-0001,254917,Shorts,19.0,1
2017/02/18,HTS-340475-0001,340475,Polo Shirt,23.0,1
2014/05/18,HTS-528572-0002,528572,Shorts,19.0,4
2016/01/14,HTS-886816-0002,886816,Polo Shirt,23.0,2
2015/07/04,HTS-fvov2v-0001,fvov2v,Polo Shirt,23.0,1
2016/01/04,HTS-veobdj-0001,veobdj,Shorts,19.0,1
2016/11/18,HTS-zw5je4-0002,zw5je4,T-Shirt,17.5,17
2014/05/08,HTS-748424-0001,748424,Skirt,18.0,1
2015/01/11,HTS-992229-0005,992229,T-Shirt,17.5,1
2016/06/27,HTS-93zv2z-0002,93zv2z,Slacks,20.0,6
2015/09/05,HTS-270116-0002,270116,Shorts,19.0,3
2017/02/06,HTS-167343-0005,167343,Slacks,20.0,4
2015/07/20,HTS-470067-0002,470067,Pullover,24.0,2
2016/10/27,HTS-231904-0006,231904,Skirt,18.0,1
2015/01/26,HTS-432272-0001,432272,Skirt,18.0,3
2016/08/08,HTS-7v1c5r-0001,7v1c5r,T-Shirt,17.5,1
2016/12/03,HTS-391728-0001,391728,Slacks,20.0,1
2015/09/23,HTS-007660-0002,007660,Pullover,24.0,1
2015/09/09,HTS-l64om2-0001,l64om2,Polo Shirt,23.0,1
2015/01/14,HTS-758034-0003,758034,Slacks,20.0,2
2015/07/30,HTS-400710-0002,400710,Pullover,24.0,2
2016/10/30,HTS-gyp7qy-0001,gyp7qy,T-Shirt,17.5,1
2015/03/04,HTS-984102-0002,984102,Pullover,24.0,1
2014/11/10,HTS-838986-0002,838986,Shorts,19.0,1
2014/10/13,HTS-413140-0001,413140,Skirt,18.0,2
2016/02/04,HTS-4lvxl7-0002,4lvxl7,Slacks,20.0,5
2016/02/02,HTS-890679-0001,890679,Skirt,18.0,1
2016/10/10,HTS-289619-0002,289619,Skirt,18.0,2
2016/02/22,HTS-novedn-0001,novedn,Slacks,20.0,1
2017/02/02,HTS-610167-0002,610167,Skirt,18.0,1
2016/10/12,HTS-405757-0001,405757,Slacks,20.0,1
2016/07/10,HTS-500863-0004,500863,Polo Shirt,23.0,1
2015/09/10,HTS-434301-0002,434301,Polo Shirt,23.0,2
2013/07/20,HTS-468274-0001,468274,Polo Shirt,23.0,2
2016/05/17,HTS-081639-0003,081639,Slacks,20.0,2
2016/02/18,HTS-362134-0002,362134,Shorts,19.0,14
2014/11/09,HTS-346533-0003,346533,Shorts,19.0,2
2014/02/17,HTS-620426-0001,620426,Shorts,19.0,1
2015/12/02,HTS-694415-0004,694415,Slacks,20.0,1
2016/05/07,HTS-495477-0004,495477,Slacks,20.0,2
2016/12/30,HTS-302160-0003,302160,Slacks,20.0,1
2016/07/17,HTS-124338-0001,124338,Polo Shirt,23.0,1
2014/11/03,HTS-006283-0001,006283,Polo Shirt,23.0,1
2016/12/11,HTS-024942-0001,024942,Shorts,19.0,1
2016/01/02,HTS-993043-0002,993043,Polo Shirt,23.0,11
2015/07/25,HTS-864179-0003,864179,Slacks,20.0,2
2015/09/15,HTS-xb9jb0-0001,xb9jb0,T-Shirt,17.5,3
2015/11/26,HTS-kw21u2-0001,kw21u2,Pullover,24.0,1
2016/04/06,HTS-924338-0003,924338,Slacks,20.0,1
2015/07/23,HTS-121147-0002,121147,Polo Shirt,23.0,1
2016/08/02,HTS-7p5xph-0001,7p5xph,Pullover,24.0,1
2014/08/13,HTS-621813-0001,621813,Slacks,20.0,2
2014/01/17,HTS-274194-0001,274194,Polo Shirt,23.0,1
2014/08/22,HTS-050650-0001,050650,Slacks,20.0,1
2015/10/20,HTS-n2gyx6-0001,n2gyx6,Shorts,19.0,1
2016/04/24,HTS-405009-0003,405009,Slacks,20.0,1
2015/12/30,HTS-efcbm5-0001,efcbm5,T-Shirt,17.5,1
2014/09/17,HTS-070005-0001,070005,Polo Shirt,23.0,1
2014/10/31,HTS-453695-0002,453695,T-Shirt,17.5,1
2015/10/25,HTS-726584-0004,726584,Shorts,19.0,2
2015/10/13,HTS-9ppo0m-0001,9ppo0m,Shorts,19.0,2
2014/04/01,HTS-582106-0002,582106,T-Shirt,17.5,1
2016/11/09,HTS-023701-0002,023701,Polo Shirt,23.0,2
2013/09/23,HTS-903720-0001,903720,Slacks,20.0,1
2015/11/30,HTS-475555-0003,475555,Pullover,24.0,1
2016/10/04,HTS-4n1fu7-0001,4n1fu7,Slacks,20.0,1
2013/08/31,HTS-399318-0001,399318,Skirt,18.0,1
2016/03/18,HTS-813339-0003,813339,Polo Shirt,23.0,2
2015/01/07,HTS-850465-0004,850465,Polo Shirt,23.0,6
2016/10/01,HTS-8p6rho-0004,8p6rho,Shorts,19.0,1
2014/11/25,HTS-069205-0001,069205,Polo Shirt,23.0,18
2015/09/23,HTS-924604-0002,924604,Slacks,20.0,3
2015/05/08,HTS-51evbb-0001,51evbb,Slacks,20.0,1
2016/04/23,HTS-004139-0007,004139,Shorts,19.0,4
2013/11/21,HTS-423601-0001,423601,Polo Shirt,23.0,2
2015/05/22,HTS-507782-0003,507782,Polo Shirt,23.0,3
2015/08/27,HTS-871981-0002,871981,Polo Shirt,23.0,1
2016/06/26,HTS-hxmvsx-0002,hxmvsx,Slacks,20.0,1
2015/09/30,HTS-657502-0002,657502,Slacks,20.0,1
2016/10/19,HTS-427204-0001,427204,Slacks,20.0,1
2015/10/25,HTS-d249yt-0001,d249yt,Polo Shirt,23.0,1
2016/08/26,HTS-mning5-0002,mning5,Slacks,20.0,19
2014/10/20,HTS-436205-0001,436205,Pullover,24.0,2
2017/03/13,HTS-985612-0004,985612,Skirt,18.0,1
2017/01/17,HTS-177167-0001,177167,Polo Shirt,23.0,1
2013/08/22,HTS-316108-0001,316108,Polo Shirt,23.0,2
2015/07/07,HTS-946941-0001,946941,Shorts,19.0,3
2015/07/23,HTS-710220-0002,710220,Pullover,24.0,3
2015/10/14,HTS-1dpjo9-0001,1dpjo9,Shorts,19.0,1
2015/10/10,HTS-902518-0002,902518,Shorts,19.0,2
2013/07/05,HTS-617210-0001,617210,Polo Shirt,23.0,3
2015/10/07,HTS-827282-0001,827282,Polo Shirt,23.0,1
2015/02/01,HTS-147432-0003,147432,T-Shirt,17.5,2
2015/04/03,HTS-867893-0004,867893,Shorts,19.0,7
2017/04/09,HTS-244645-0003,244645,Skirt,18.0,2
2016/11/08,HTS-miujmq-0002,miujmq,Polo Shirt,23.0,1
2016/05/04,HTS-555492-0002,555492,Skirt,18.0,1
2014/09/09,HTS-915983-0001,915983,T-Shirt,17.5,1
2017/02/17,HTS-278313-0005,278313,Shorts,19.0,14
2016/08/29,HTS-346254-0001,346254,Skirt,18.0,1
2013/08/02,HTS-966765-0001,966765,Pullover,24.0,1
2016/03/01,HTS-997332-0005,997332,Slacks,20.0,4
2014/03/14,HTS-612977-0001,612977,Slacks,20.0,1
2016/03/30,HTS-614255-0002,614255,Polo Shirt,23.0,1
2014/03/02,HTS-482523-0001,482523,Pullover,24.0,26
2014/10/24,HTS-213980-0001,213980,Polo Shirt,23.0,1
2016/08/22,HTS-200999-0001,200999,T-Shirt,17.5,1
2014/07/07,HTS-376995-0003,376995,Slacks,20.0,5
2015/11/01,HTS-nkvuj8-0002,nkvuj8,T-Shirt,17.5,1
2013/10/08,HTS-739806-0001,739806,Pullover,24.0,1
2014/10/28,HTS-412536-0001,412536,Polo Shirt,23.0,1
2016/08/13,HTS-316358-0003,316358,Shorts,19.0,3
2015/08/03,HTS-860226-0001,860226,Shorts,19.0,2
2016/12/13,HTS-072924-0004,072924,Slacks,20.0,2
2017/03/20,HTS-262962-0001,262962,Skirt,18.0,1
2014/12/27,HTS-719642-0002,719642,Pullover,24.0,4
2016/07/25,HTS-011439-0004,011439,Polo Shirt,23.0,3
2015/12/28,HTS-114490-0003,114490,Slacks,20.0,1
2016/07/30,HTS-970193-0003,970193,Slacks,20.0,3
2016/12/12,HTS-soeaz3-0003,soeaz3,Polo Shirt,23.0,2
2014/08/20,HTS-273398-0001,273398,Slacks,20.0,1
2015/02/06,HTS-911513-0001,911513,T-Shirt,17.5,11
2015/09/10,HTS-416550-0004,416550,Polo Shirt,23.0,2
2014/09/27,HTS-035325-0001,035325,Slacks,20.0,1
2017/01/11,HTS-016828-0004,016828,Pullover,24.0,3
2015/08/09,HTS-645825-0003,645825,Slacks,20.0,1
2015/02/12,HTS-836698-0002,836698,Slacks,20.0,1
2017/04/12,HTS-172416-0001,172416,Shorts,19.0,1
2016/10/07,HTS-934183-0001,934183,Shorts,19.0,1
2016/10/09,HTS-67m57c-0002,67m57c,T-Shirt,17.5,1
2015/08/06,HTS-025904-0001,025904,Shorts,19.0,1
2015/03/15,HTS-037936-0001,037936,T-Shirt,17.5,2
2014/06/27,HTS-869463-0001,869463,Slacks,20.0,4
2017/02/28,HTS-189937-0003,189937,T-Shirt,17.5,1
2015/08/11,HTS-866780-0005,866780,Polo Shirt,23.0,4
2017/02/09,HTS-208761-0001,208761,Skirt,18.0,1
2013/09/15,HTS-433800-0001,433800,Shorts,19.0,1
2016/04/18,HTS-i0t82u-0001,i0t82u,Pullover,24.0,18
2016/01/05,HTS-lj1tus-0001,lj1tus,T-Shirt,17.5,15
2016/04/16,HTS-uhbwoy-0002,uhbwoy,Shorts,19.0,1
2014/11/15,HTS-769289-0001,769289,Shorts,19.0,7
2013/11/05,HTS-720943-0001,720943,T-Shirt,17.5,1
2015/06/24,HTS-758520-0002,758520,Shorts,19.0,3
2015/12/12,HTS-093297-0002,093297,Slacks,20.0,2
2017/04/02,HTS-999669-0006,999669,Shorts,19.0,3
2014/11/09,HTS-143435-0001,143435,Shorts,19.0,1
2016/12/16,HTS-p4hyy9-0002,p4hyy9,Polo Shirt,23.0,1
2017/02/21,HTS-m177fk-0003,m177fk,T-Shirt,17.5,2
2015/07/16,HTS-495470-0003,495470,Polo Shirt,23.0,1
2015/10/13,HTS-434444-0002,434444,Pullover,24.0,8
2015/01/02,HTS-454347-0001,454347,Skirt,18.0,1
2016/05/24,HTS-624686-0006,624686,Polo Shirt,23.0,6
2016/09/21,HTS-121262-0001,121262,Polo Shirt,23.0,1
2016/09/11,HTS-j6gt3d-0002,j6gt3d,Shorts,19.0,3
2016/04/26,HTS-367496-0003,367496,Polo Shirt,23.0,1
2016/03/04,HTS-616169-0001,616169,T-Shirt,17.5,1
2015/11/19,HTS-944146-0001,944146,Shorts,19.0,1
2016/08/16,HTS-509195-0003,509195,Skirt,18.0,3
2015/01/07,HTS-927848-0002,927848,Polo Shirt,23.0,1
2017/03/16,HTS-040872-0002,040872,Skirt,18.0,6
2017/03/04,HTS-2l8xfl-0003,2l8xfl,Shorts,19.0,1
2016/06/29,HTS-650023-0004,650023,Polo Shirt,23.0,2
2017/03/22,HTS-665776-0003,665776,Polo Shirt,23.0,1
2014/06/30,HTS-374272-0003,374272,Polo Shirt,23.0,3
2013/09/27,HTS-230178-0001,230178,Polo Shirt,23.0,1
2016/07/21,HTS-577984-0004,577984,Slacks,20.0,3
2017/02/20,HTS-871599-0006,871599,Skirt,18.0,1
2014/11/21,HTS-513032-0001,513032,T-Shirt,17.5,1
2014/10/11,HTS-501302-0001,501302,Polo Shirt,23.0,1
2016/04/03,HTS-011274-0002,011274,T-Shirt,17.5,1
2015/06/02,HTS-928214-0003,928214,T-Shirt,17.5,3
2013/07/10,HTS-860937-0001,860937,Pullover,24.0,5
2014/12/15,HTS-307011-0001,307011,T-Shirt,17.5,2
2015/05/20,HTS-626225-0002,626225,Skirt,18.0,3
2016/08/20,HTS-992231-0001,992231,Slacks,20.0,1
2015/03/02,HTS-660810-0001,660810,Polo Shirt,23.0,1
2015/06/05,HTS-056367-0003,056367,Shorts,19.0,1
2016/10/11,HTS-415857-0004,415857,T-Shirt,17.5,4
2015/12/30,HTS-197901-0003,197901,Polo Shirt,23.0,17
2014/09/19,HTS-862156-0001,862156,Polo Shirt,23.0,4
2015/02/26,HTS-357500-0003,357500,T-Shirt,17.5,14
2014/05/05,HTS-221500-0001,221500,Pullover,24.0,7
2014/08/07,HTS-036022-0001,036022,Shorts,19.0,1
2014/01/19,HTS-538922-0002,538922,Shorts,19.0,2
2015/09/21,HTS-775055-0002,775055,T-Shirt,17.5,4
2014/06/11,HTS-948010-0002,948010,Pullover,24.0,1
2016/01/31,HTS-066337-0002,066337,Pullover,24.0,3
2016/02/15,HTS-776994-0001,776994,Slacks,20.0,1
2016/05/07,HTS-296619-0002,296619,Shorts,19.0,1
2016/11/18,HTS-312853-0002,312853,Pullover,24.0,1
2017/03/13,HTS-dulvi4-0003,dulvi4,Polo Shirt,23.0,1
2015/03/28,HTS-968726-0002,968726,Polo Shirt,23.0,2
2015/11/08,HTS-9vhgj9-0001,9vhgj9,Slacks,20.0,2
2014/05/20,HTS-303793-0001,303793,Polo Shirt,23.0,1
2014/03/10,HTS-929672-0002,929672,Skirt,18.0,3
2017/01/14,HTS-12aw5i-0001,12aw5i,Slacks,20.0,1
2016/03/25,HTS-422933-0003,422933,Polo Shirt,23.0,22
2014/10/05,HTS-277277-0002,277277,Polo Shirt,23.0,1
2014/11/21,HTS-476901-0001,476901,Skirt,18.0,1
2014/12/03,HTS-933183-0001,933183,Shorts,19.0,5
2016/10/01,HTS-967746-0003,967746,T-Shirt,17.5,2
2013/11/13,HTS-991403-0001,991403,Shorts,19.0,1
2016/11/18,HTS-471736-0003,471736,Shorts,19.0,1
2016/08/18,HTS-188955-0006,188955,Polo Shirt,23.0,1
2014/07/26,HTS-553413-0001,553413,Shorts,19.0,2
2014/11/07,HTS-041266-0001,041266,Polo Shirt,23.0,1
2016/10/19,HTS-508619-0001,508619,Skirt,18.0,1
2014/02/07,HTS-840897-0002,840897,Slacks,20.0,2
2014/06/20,HTS-875825-0002,875825,Polo Shirt,23.0,16
2015/06/08,HTS-685128-0003,685128,Slacks,20.0,1
2016/01/12,HTS-227265-0003,227265,Shorts,19.0,2
2016/11/07,HTS-235294-0005,235294,Shorts,19.0,4
2015/11/25,HTS-684141-0001,684141,Slacks,20.0,1
2016/02/23,HTS-y5ncku-0001,y5ncku,Shorts,19.0,1
2016/09/30,HTS-823139-0004,823139,Skirt,18.0,2
2015/01/02,HTS-914788-0001,914788,Polo Shirt,23.0,1
2015/05/05,HTS-259676-0003,259676,Shorts,19.0,1
2014/10/03,HTS-710574-0001,710574,Shorts,19.0,1
2014/10/07,HTS-118190-0001,118190,Polo Shirt,23.0,1
2016/12/22,HTS-467349-0002,467349,Polo Shirt,23.0,1
2016/06/11,HTS-954688-0005,954688,Pullover,24.0,2
2016/12/26,HTS-bfeaw9-0001,bfeaw9,Slacks,20.0,1
2014/11/14,HTS-830097-0001,830097,Polo Shirt,23.0,1
2017/01/14,HTS-546692-0002,546692,Pullover,24.0,1
2013/09/16,HTS-628638-0001,628638,Shorts,19.0,1
2013/10/27,HTS-767198-0001,767198,T-Shirt,17.5,5
2015/11/30,HTS-350465-0002,350465,Shorts,19.0,1
2016/05/11,HTS-987756-0002,987756,Slacks,20.0,1
2014/05/04,HTS-650393-0002,650393,Skirt,18.0,1
2016/02/15,HTS-778330-0005,778330,Polo Shirt,23.0,1
2014/10/02,HTS-880161-0002,880161,T-Shirt,17.5,1
2014/11/09,HTS-227231-0001,227231,Slacks,20.0,29
2015/04/05,HTS-773466-0001,773466,Slacks,20.0,1
2015/05/27,HTS-428158-0002,428158,Pullover,24.0,1
2015/11/28,HTS-552185-0001,552185,Shorts,19.0,5
2017/02/06,HTS-793504-0004,793504,T-Shirt,17.5,1
2015/12/22,HTS-000018-0003,000018,Skirt,18.0,1
2016/06/08,HTS-622287-0001,622287,Polo Shirt,23.0,1
2015/03/21,HTS-793790-0002,793790,Slacks,20.0,3
2016/12/26,HTS-r07gt0-0002,r07gt0,Skirt,18.0,1
2015/06/14,HTS-434042-0004,434042,Polo Shirt,23.0,3
2015/09/09,HTS-583991-0004,583991,Slacks,20.0,1
2013/12/08,HTS-215134-0002,215134,Skirt,18.0,1
2016/12/07,HTS-8efbay-0001,8efbay,Shorts,19.0,1
2015/02/17,HTS-067731-0003,067731,Polo Shirt,23.0,1
2014/06/12,HTS-717009-0001,717009,Shorts,19.0,1
2015/04/17,HTS-452008-0002,452008,Slacks,20.0,4
2013/09/27,HTS-178209-0001,178209,Slacks,20.0,1
2015/12/19,HTS-336091-0003,336091,Shorts,19.0,7
2014/09/03,HTS-930637-0002,930637,Slacks,20.0,3
2015/03/31,HTS-206497-0002,206497,Skirt,18.0,1
2014/09/03,HTS-141423-0001,141423,Polo Shirt,23.0,2
2016/01/17,HTS-700099-0001,700099,Slacks,20.0,1
2014/10/07,HTS-428112-0001,428112,Slacks,20.0,1
2017/04/06,HTS-718285-0003,718285,Polo Shirt,23.0,1
2016/08/17,HTS-405782-0004,405782,Shorts,19.0,2
2015/12/21,HTS-125401-0003,125401,Slacks,20.0,2
2015/11/07,HTS-g01nmw-0001,g01nmw,Shorts,19.0,2
2016/01/05,HTS-707397-0003,707397,Polo Shirt,23.0,2
2017/01/19,HTS-047684-0006,047684,Shorts,19.0,4
2015/11/26,HTS-vzbjj2-0001,vzbjj2,Polo Shirt,23.0,4
2016/09/22,HTS-8bu49o-0001,8bu49o,Slacks,20.0,1
2016/02/14,HTS-519091-0006,519091,T-Shirt,17.5,3
2016/05/24,HTS-417169-0001,417169,Pullover,24.0,1
2016/07/13,HTS-yd0n62-0004,yd0n62,T-Shirt,17.5,1
2016/03/13,HTS-518668-0004,518668,Polo Shirt,23.0,1
2017/04/03,HTS-248212-0003,248212,Slacks,20.0,1
2015/01/28,HTS-749053-0001,749053,Polo Shirt,23.0,1
2015/07/02,HTS-ol7dz2-0001,ol7dz2,T-Shirt,17.5,2
2015/08/07,HTS-387092-0001,387092,Polo Shirt,23.0,2
2014/06/14,HTS-430927-0002,430927,Slacks,20.0,1
2017/04/10,HTS-946488-0002,946488,Slacks,20.0,1
2016/07/08,HTS-681179-0005,681179,Slacks,20.0,2
2015/07/07,HTS-821443-0002,821443,Polo Shirt,23.0,15
2016/11/06,HTS-81x5yr-0002,81x5yr,Pullover,24.0,1
2015/05/13,HTS-093778-0002,093778,Skirt,18.0,1
2014/09/28,HTS-208937-0001,208937,Shorts,19.0,3
2014/10/18,HTS-988174-0001,988174,Polo Shirt,23.0,2
2015/11/01,HTS-t0yb3x-0003,t0yb3x,Slacks,20.0,1
2015/08/25,HTS-lfqjnb-0001,lfqjnb,Slacks,20.0,4
2015/12/18,HTS-lkoeag-0001,lkoeag,Slacks,20.0,1
2013/12/18,HTS-709306-0001,709306,Slacks,20.0,3
2016/08/17,HTS-715768-0004,715768,Slacks,20.0,4
2014/05/20,HTS-704344-0002,704344,Slacks,20.0,1
2013/09/03,HTS-896578-0001,896578,T-Shirt,17.5,1
2015/07/26,HTS-464041-0003,464041,Slacks,20.0,2
2015/12/07,HTS-499713-0004,499713,T-Shirt,17.5,7
2014/09/28,HTS-526410-0001,526410,Pullover,24.0,1
2014/10/25,HTS-345209-0001,345209,Shorts,19.0,3
2015/12/27,HTS-896465-0006,896465,T-Shirt,17.5,1
2015/09/04,HTS-9rol2c-0001,9rol2c,Slacks,20.0,1
2015/03/09,HTS-381760-0003,381760,Polo Shirt,23.0,2
2016/01/30,HTS-768762-0003,768762,Slacks,20.0,1
2017/02/21,HTS-658742-0004,658742,Pullover,24.0,3
2016/07/03,HTS-601005-0005,601005,Skirt,18.0,1
2014/04/07,HTS-663805-0001,663805,Slacks,20.0,15
2016/05/09,HTS-829974-0001,829974,Skirt,18.0,2
2015/09/20,HTS-dgmqh2-0001,dgmqh2,Pullover,24.0,1
2014/01/05,HTS-257778-0001,257778,Shorts,19.0,17
2015/12/29,HTS-bu1gsk-0001,bu1gsk,Polo Shirt,23.0,2
2014/10/26,HTS-542465-0001,542465,Shorts,19.0,1
2014/11/25,HTS-302571-0001,302571,Polo Shirt,23.0,1
2013/11/07,HTS-515188-0001,515188,Slacks,20.0,1
2014/07/03,HTS-843178-0001,843178,Slacks,20.0,3
2015/11/25,HTS-595180-0005,595180,Skirt,18.0,1
2016/05/02,HTS-6tvh0b-0001,6tvh0b,Slacks,20.0,1
2015/01/29,HTS-755884-0001,755884,Polo Shirt,23.0,20
2016/02/04,HTS-190274-0001,190274,Polo Shirt,23.0,1
2016/09/20,HTS-380537-0004,380537,T-Shirt,17.5,3
2014/11/24,HTS-440189-0001,440189,Slacks,20.0,2
2016/03/11,HTS-129622-0001,129622,Skirt,18.0,1
2014/09/27,HTS-438893-0001,438893,Slacks,20.0,7
2015/05/15,HTS-716134-0005,716134,T-Shirt,17.5,2
2016/03/18,HTS-357325-0004,357325,Shorts,19.0,1
2016/02/28,HTS-596213-0004,596213,Skirt,18.0,1
2016/06/02,HTS-197668-0004,197668,Pullover,24.0,3
2015/11/19,HTS-662230-0003,662230,Shorts,19.0,5
2015/11/19,HTS-jbakt6-0001,jbakt6,T-Shirt,17.5,19
2013/10/25,HTS-319003-0001,319003,T-Shirt,17.5,1
2016/05/31,HTS-k1nv2c-0002,k1nv2c,Polo Shirt,23.0,1
2013/11/08,HTS-292281-0001,292281,Shorts,19.0,1
2016/05/30,HTS-045640-0002,045640,Slacks,20.0,1
2016/09/21,HTS-273335-0003,273335,Pullover,24.0,1
2015/09/20,HTS-347868-0002,347868,Slacks,20.0,1
2015/03/22,HTS-618987-0001,618987,Pullover,24.0,2
2015/09/08,HTS-245836-0003,245836,Skirt,18.0,2
2015/11/15,HTS-585737-0007,585737,T-Shirt,17.5,4
2015/12/28,HTS-102222-0005,102222,Slacks,20.0,2
2015/08/11,HTS-597671-0003,597671,Skirt,18.0,1
2015/05/11,HTS-431642-0001,431642,Shorts,19.0,1
2016/10/29,HTS-664958-0003,664958,Skirt,18.0,3
2016/05/28,HTS-924szl-0001,924szl,Pullover,24.0,2
2015/12/15,HTS-203307-0002,203307,Slacks,20.0,15
2014/11/10,HTS-559842-0001,559842,Polo Shirt,23.0,6
2017/02/13,HTS-133997-0005,133997,Polo Shirt,23.0,2
2015/11/13,HTS-766925-0004,766925,Shorts,19.0,24
2015/08/23,HTS-581386-0001,581386,Pullover,24.0,3
2014/11/03,HTS-082081-0001,082081,Slacks,20.0,1
2015/05/02,HTS-478662-0001,478662,Polo Shirt,23.0,1
2016/03/22,HTS-370873-0003,370873,Slacks,20.0,1
2016/02/20,HTS-159921-0005,159921,Skirt,18.0,3
2015/06/02,HTS-291231-0002,291231,Skirt,18.0,1
2016/01/05,HTS-268739-0004,268739,Polo Shirt,23.0,1
2015/07/25,HTS-186535-0004,186535,T-Shirt,17.5,1
2016/07/08,HTS-500319-0004,500319,Slacks,20.0,16
2016/02/29,HTS-2h6fm8-0002,2h6fm8,Shorts,19.0,1
2013/08/10,HTS-522141-0001,522141,Slacks,20.0,3
2014/07/06,HTS-600641-0002,600641,Slacks,20.0,3
2014/04/28,HTS-781573-0002,781573,Slacks,20.0,5
2014/08/22,HTS-357322-0003,357322,Slacks,20.0,1
2015/08/23,HTS-8jevr7-0001,8jevr7,Slacks,20.0,7
2016/08/08,HTS-450005-0005,450005,Slacks,20.0,1
2013/12/28,HTS-287913-0001,287913,Slacks,20.0,2
2016/02/26,HTS-911542-0003,911542,Polo Shirt,23.0,3
2015/03/29,HTS-669809-0002,669809,Slacks,20.0,1
2017/02/09,HTS-704954-0006,704954,Shorts,19.0,2
2015/10/26,HTS-644412-0001,644412,Pullover,24.0,1
2016/06/24,HTS-xm3iii-0002,xm3iii,Slacks,20.0,1
2014/10/10,HTS-411607-0001,411607,Skirt,18.0,18
2016/05/01,HTS-798926-0004,798926,Pullover,24.0,3
2017/01/27,HTS-359063-0008,359063,Polo Shirt,23.0,3
2013/08/20,HTS-386571-0001,386571,Slacks,20.0,1
2014/11/21,HTS-936560-0004,936560,Polo Shirt,23.0,1
2016/11/29,HTS-629142-0002,629142,Polo Shirt,23.0,1
2017/03/14,HTS-973470-0003,973470,Polo Shirt,23.0,1
2016/03/04,HTS-090474-0001,090474,Skirt,18.0,1
2016/07/17,HTS-962153-0001,962153,Skirt,18.0,1
2015/04/23,HTS-006711-0003,006711,Slacks,20.0,1
2015/03/07,HTS-513559-0004,513559,Skirt,18.0,1
2013/11/06,HTS-900087-0001,900087,Slacks,20.0,1
2014/12/31,HTS-027262-0003,027262,Polo Shirt,23.0,1
2016/07/17,HTS-otw8ti-0002,otw8ti,Pullover,24.0,2
2016/04/17,HTS-172700-0003,172700,Shorts,19.0,3
2016/12/08,HTS-004915-0003,004915,Shorts,19.0,1
2013/08/20,HTS-375365-0001,375365,Slacks,20.0,2
2015/06/09,HTS-363930-0004,363930,Slacks,20.0,5
2016/09/03,HTS-948911-0002,948911,Skirt,18.0,2
2017/01/18,HTS-8vbxh4-0003,8vbxh4,Slacks,20.0,1
2017/03/05,HTS-4wqiz4-0005,4wqiz4,Pullover,24.0,1
2016/01/06,HTS-497139-0002,497139,Skirt,18.0,2
2015/11/18,HTS-gipqkg-0001,gipqkg,Shorts,19.0,14
2016/07/25,HTS-362764-0006,362764,Shorts,19.0,2
2017/03/30,HTS-cvwkd8-0004,cvwkd8,Skirt,18.0,4
2014/08/27,HTS-784687-0002,784687,Skirt,18.0,1
2015/11/10,HTS-jjbfzc-0001,jjbfzc,Polo Shirt,23.0,1
2014/12/15,HTS-553318-0001,553318,Pullover,24.0,1
2016/09/30,HTS-truqm1-0001,truqm1,Polo Shirt,23.0,1
2015/10/08,HTS-803901-0002,803901,Slacks,20.0,1
2017/01/10,HTS-315030-0004,315030,T-Shirt,17.5,5
2015/06/02,HTS-988729-0003,988729,Polo Shirt,23.0,2
2015/10/08,HTS-3xzpyk-0001,3xzpyk,Polo Shirt,23.0,2
2013/10/02,HTS-416025-0001,416025,T-Shirt,17.5,1
2015/12/03,HTS-327325-0003,327325,T-Shirt,17.5,4
2013/09/22,HTS-007585-0001,007585,Skirt,18.0,4
2017/02/25,HTS-wvlhpw-0001,wvlhpw,T-Shirt,17.5,1
2014/07/02,HTS-848909-0003,848909,Shorts,19.0,2
2015/04/07,HTS-143864-0002,143864,Skirt,18.0,2
2016/05/18,HTS-649260-0002,649260,Slacks,20.0,1
2015/12/11,HTS-606370-0004,606370,Polo Shirt,23.0,1
2014/03/08,HTS-745710-0002,745710,Shorts,19.0,6
2016/03/31,HTS-619567-0001,619567,Slacks,20.0,1
2016/08/17,HTS-893564-0005,893564,Skirt,18.0,6
2017/04/10,HTS-137545-0002,137545,Polo Shirt,23.0,1
2015/01/06,HTS-939974-0002,939974,Shorts,19.0,3
2015/12/25,HTS-847384-0002,847384,Skirt,18.0,1
2017/01/05,HTS-587698-0004,587698,Polo Shirt,23.0,2
2016/06/16,HTS-1j1cbo-0003,1j1cbo,Skirt,18.0,3
2014/08/04,HTS-956016-0002,956016,Skirt,18.0,4
2014/08/26,HTS-271448-0001,271448,Slacks,20.0,2
2015/06/30,HTS-112573-0003,112573,Skirt,18.0,3
2015/03/03,HTS-118785-0003,118785,Shorts,19.0,1
2016/06/25,HTS-373947-0003,373947,Skirt,18.0,2
2014/06/25,HTS-484418-0001,484418,Slacks,20.0,1
2015/07/31,HTS-231531-0004,231531,T-Shirt,17.5,1
2014/05/19,HTS-381890-0001,381890,Polo Shirt,23.0,1
2015/04/07,HTS-032069-0002,032069,Slacks,20.0,4
2014/06/16,HTS-977849-0001,977849,T-Shirt,17.5,1
